NAME	TITLE	SCORE	
PSMD5	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]	-0.04031247	
PDZD4	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	-0.040317144	
GMFB	glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]	-0.040321894	
MARVELD3	MARVEL domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30525]	-0.04035518	
TMEM243	transmembrane protein 243 [Source:HGNC Symbol;Acc:HGNC:21707]	-0.040405415	
EED	embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]	-0.040421344	
EHBP1	EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]	-0.040450994	
MIA2	MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]	-0.040488284	
ATRX	ATRX chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886]	-0.040525526	
ABR	ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]	-0.040555775	
MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	-0.04055643	
TMEM237	transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432]	-0.040565826	
PUDP	pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818]	-0.0405672	
FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	-0.040578987	
RPS25	ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]	-0.04058562	
SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]	-0.040606555	
P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	-0.040622532	
PKP2	plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]	-0.040633388	
GTF2IRD1	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	-0.040638983	
APLP2	amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]	-0.04066066	
RAB17	RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]	-0.04069393	
STOML1	stomatin like 1 [Source:HGNC Symbol;Acc:HGNC:14560]	-0.04069643	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	-0.040723056	
SYNJ2	synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]	-0.040766202	
UTRN	utrophin [Source:HGNC Symbol;Acc:HGNC:12635]	-0.040774643	
ATG13	autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]	-0.04079966	
DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]	-0.040816594	
ZNF37BP	zinc finger protein 37B, pseudogene [Source:HGNC Symbol;Acc:HGNC:13103]	-0.04082314	
LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	-0.040832914	
KIF7	kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]	-0.040835425	
SDHAF2	succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]	-0.040842492	
MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	-0.040854592	
TBC1D8	TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]	-0.04086428	
CEP295	centrosomal protein 295 [Source:HGNC Symbol;Acc:HGNC:29366]	-0.040864956	
NFKBIZ	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	-0.04086501	
SWAP70	switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:HGNC:17070]	-0.04086518	
ID3	inhibitor of DNA binding 3 [Source:HGNC Symbol;Acc:HGNC:5362]	-0.040865645	
UVRAG	UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]	-0.040867638	
ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	-0.040869284	
CALM3	calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]	-0.040891998	
CBX1	chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]	-0.040904526	
FAM168A	family with sequence similarity 168 member A [Source:HGNC Symbol;Acc:HGNC:28999]	-0.040923983	
STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]	-0.040929664	
SMS	spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]	-0.040947404	
GTF2H2	general transcription factor IIH subunit 2 [Source:HGNC Symbol;Acc:HGNC:4656]	-0.04097445	
RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]	-0.04098175	
RSU1	Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]	-0.041033275	
HSF2	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]	-0.04104272	
RAB6A	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]	-0.041061234	
CERK	ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256]	-0.041063312	
NECTIN3	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]	-0.041086048	
PPP2R1B	protein phosphatase 2 scaffold subunit Abeta [Source:HGNC Symbol;Acc:HGNC:9303]	-0.041097965	
LCN12	lipocalin 12 [Source:HGNC Symbol;Acc:HGNC:28733]	-0.041116796	
OLMALINC	oligodendrocyte maturation-associated long intergenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28060]	-0.041128375	
ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]	-0.041129667	
OFD1P17	OFD1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:1332]	-0.041134182	
RASAL2	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]	-0.04115342	
ALKBH8	alkB homolog 8, tRNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:25189]	-0.041162804	
NDN	necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]	-0.041177206	
RNF144B	ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]	-0.04121986	
TMSB10	thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]	-0.04123089	
CLIP3	CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]	-0.041240435	
ZHX1	zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]	-0.04124404	
RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:10353]	-0.041261513	
GRB10	growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]	-0.0412735	
ACYP1	acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]	-0.041291583	
CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]	-0.04134055	
HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]	-0.041351322	
NLRX1	NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]	-0.041436024	
SMC1A	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]	-0.04145175	
NHERF2	NHERF family PDZ scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:11076]	-0.04147348	
FRG1BP	FSHD region gene 1 family member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:15792]	-0.04148199	
MFSD10	major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]	-0.041483235	
PHF19	PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]	-0.04154522	
CALM2P2	calmodulin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1447]	-0.041582197	
EXTL2	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	-0.04159714	
EXT1	exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]	-0.04163611	
KLHL29	kelch like family member 29 [Source:HGNC Symbol;Acc:HGNC:29404]	-0.041661642	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	-0.041678306	
DNAH10OS	dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121]	-0.04169947	
SNX19	sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]	-0.04169955	
CCN2	cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]	-0.04170904	
CHSY1	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]	-0.041742835	
DACT1	dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]	-0.041743025	
ABI1	abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]	-0.04174309	
SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	-0.04177837	
PEAK1	pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]	-0.041795414	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	-0.04181119	
FKBP2	FKBP prolyl isomerase 2 [Source:HGNC Symbol;Acc:HGNC:3718]	-0.041821726	
ZNF208	zinc finger protein 208 [Source:HGNC Symbol;Acc:HGNC:12999]	-0.041852225	
WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	-0.04194203	
MIEF2	mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]	-0.04208414	
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]	-0.042086136	
COLGALT1	collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]	-0.04211783	
STAMBPL1	STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]	-0.042122886	
ADSS1	adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]	-0.042138588	
PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]	-0.042172827	
C8orf82	chromosome 8 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:33826]	-0.0422009	
ZNF295-AS1	ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]	-0.04220318	
ARHGAP12	Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:HGNC:16348]	-0.042206112	
TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]	-0.042215794	
CDC14B	cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]	-0.04227413	
STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]	-0.042277925	
FDPSP1	farnesyl diphosphate synthase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3632]	-0.04229163	
TMX2	thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]	-0.042361308	
SRRM3	serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:HGNC:26729]	-0.04239074	
CPNE2	copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]	-0.04239296	
TOMM40	translocase of outer mitochondrial membrane 40 [Source:HGNC Symbol;Acc:HGNC:18001]	-0.042398155	
PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]	-0.042411536	
OPTN	optineurin [Source:HGNC Symbol;Acc:HGNC:17142]	-0.042416956	
VPS18	VPS18 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:15972]	-0.042433463	
VPS9D1	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]	-0.04251095	
KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	-0.04255868	
IDNK	IDNK gluconokinase [Source:HGNC Symbol;Acc:HGNC:31367]	-0.04256996	
SMAP2	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]	-0.042570934	
MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]	-0.042573247	
CTSL	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	-0.042577807	
ADPRH	ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]	-0.042578645	
ELOC	elongin C [Source:HGNC Symbol;Acc:HGNC:11617]	-0.04265683	
SPINDOC	spindlin interactor and repressor of chromatin binding [Source:HGNC Symbol;Acc:HGNC:25115]	-0.042691603	
RNASEH2C	ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]	-0.042698983	
ELF1	E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]	-0.04270825	
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	-0.042736847	
RGL1	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]	-0.0427802	
UMPS	uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]	-0.04280822	
RAB3IL1	RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]	-0.04282625	
LOXL4	lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]	-0.042843614	
MBD4	methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]	-0.042855017	
FNDC3B	fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]	-0.042858623	
TCAIM	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]	-0.04290249	
NDST1	N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680]	-0.04290566	
HMCES	5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]	-0.042910445	
SC5D	sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]	-0.04293963	
FTSJ3	FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]	-0.04295603	
GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]	-0.04295813	
RASA3	RAS p21 protein activator 3 [Source:HGNC Symbol;Acc:HGNC:20331]	-0.042970244	
AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	-0.0429719	
GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	-0.042987708	
ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:14983]	-0.043043353	
RCBTB1	RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]	-0.04305239	
ARHGEF40	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]	-0.043063212	
ZNF512	zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]	-0.043105472	
DPYSL2	dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]	-0.04313381	
FRMD3	FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]	-0.043181684	
ACER3	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]	-0.04322382	
OSBPL10	oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]	-0.04323168	
GNA12	G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]	-0.043235566	
YAP1	Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]	-0.043249052	
BBS9	Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]	-0.043282174	
LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	-0.043282606	
NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]	-0.04331055	
NR2F2	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	-0.043350898	
CLU	clusterin [Source:HGNC Symbol;Acc:HGNC:2095]	-0.043357834	
UGCG	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]	-0.04336837	
CREBL2	cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]	-0.043410126	
SBDSP1	SBDS pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21646]	-0.043459784	
GMDS	GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]	-0.043522622	
GSTCD	glutathione S-transferase C-terminal domain containing [Source:HGNC Symbol;Acc:HGNC:25806]	-0.0435258	
RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]	-0.043527078	
STAG2	stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]	-0.043534517	
LMBRD2	LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287]	-0.0435451	
TRIM8	tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]	-0.043546334	
YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	-0.043566093	
NUDCD1	NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]	-0.04360123	
MAP6	microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]	-0.043617353	
SLC35C1	solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]	-0.043618172	
MYORG	myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]	-0.043664675	
OXCT1	3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]	-0.043665633	
CCDC9B	coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]	-0.043683503	
MAST4	microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]	-0.043733314	
CEP162	centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107]	-0.0437476	
CPPED1	calcineurin like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25632]	-0.043748245	
PRDX5	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	-0.043752562	
VPS51	VPS51 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:1172]	-0.043771137	
AIP	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]	-0.043797653	
FRYL	FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]	-0.043819923	
COMMD4	COMM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26027]	-0.04390392	
ZNF532	zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]	-0.043927204	
TMEM80	transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]	-0.04393067	
SMAD6	SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]	-0.043944716	
ARHGAP18	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	-0.04394866	
CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	-0.044010516	
ADGRE5	adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]	-0.044046357	
TULP4	TUB like protein 4 [Source:HGNC Symbol;Acc:HGNC:15530]	-0.044144493	
ANO9	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	-0.044152338	
SLC8B1	solute carrier family 8 member B1 [Source:HGNC Symbol;Acc:HGNC:26175]	-0.044249844	
CWC15	CWC15 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:26939]	-0.044276323	
KAT7P1	KAT7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55026]	-0.044291295	
CKAP2	cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]	-0.04430798	
NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	-0.044341985	
MITF	melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]	-0.04439104	
HECTD3	HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]	-0.044448126	
GATA2	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	-0.04445572	
PATL1	PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]	-0.044463012	
RHOB	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	-0.04447544	
COG6	component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:HGNC:18621]	-0.044485066	
IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	-0.04449731	
ITGA9	integrin subunit alpha 9 [Source:HGNC Symbol;Acc:HGNC:6145]	-0.044565413	
TBC1D8B	TBC1 domain family member 8B [Source:HGNC Symbol;Acc:HGNC:24715]	-0.044565722	
TRMT61A	tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]	-0.04463716	
ATP5MG	ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247]	-0.044671018	
ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413]	-0.044705424	
ZNF503-AS2	ZNF503 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:23525]	-0.044736255	
FJX1	four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]	-0.04473756	
FLRT3	fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]	-0.04474982	
CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	-0.04477657	
APP	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	-0.04479487	
MAP7D1	MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]	-0.044800315	
H2BC21	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	-0.044823773	
REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	-0.04482936	
KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]	-0.044847615	
CD46	CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]	-0.044962298	
TSC22D1	TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]	-0.0449643	
ATG2A	autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]	-0.044974677	
SHANK1	SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]	-0.04499152	
PPP1R18	protein phosphatase 1 regulatory subunit 18 [Source:HGNC Symbol;Acc:HGNC:29413]	-0.044992592	
PICALM	phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]	-0.045001753	
PKMP4	pyruvate kinase M1/2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44246]	-0.04502386	
HIPK2	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]	-0.045031585	
FOXK1	forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]	-0.045092788	
CDC42EP2	CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]	-0.045101643	
SYDE1	synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824]	-0.045131017	
CEP164	centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]	-0.04513692	
ASPHD2	aspartate beta-hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30437]	-0.04516865	
PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	-0.045170598	
CDK17	cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	-0.045172084	
ACAA2	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]	-0.045207527	
CHST14	carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]	-0.045213237	
ID2	inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]	-0.045267284	
WDR41	WD repeat domain 41 [Source:HGNC Symbol;Acc:HGNC:25601]	-0.045290075	
DHRS7	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	-0.045310147	
TFDP2	transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]	-0.0453208	
PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	-0.04538305	
NLE1	notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]	-0.045404628	
RNF122	ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]	-0.045443892	
FMOD	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	-0.04545186	
PAK1	p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]	-0.045516513	
COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	-0.04555599	
ARMC6	armadillo repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:25049]	-0.045560665	
TCF4	transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]	-0.045602225	
CTSC	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	-0.045691535	
ATP7B	ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]	-0.045712024	
NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]	-0.045735493	
ASH2L	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]	-0.045742657	
SAC3D1	SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]	-0.045757953	
CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	-0.04577105	
LINC01391	long intergenic non-protein coding RNA 1391 [Source:HGNC Symbol;Acc:HGNC:50666]	-0.045785338	
RAB34	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]	-0.04580337	
RPS4X	ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	-0.045815617	
ZNF219	zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011]	-0.045826938	
PDHX	pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]	-0.045837086	
DCUN1D2	defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328]	-0.04585107	
PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	-0.045900293	
TDG	thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]	-0.045919146	
DYNLT1	dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]	-0.045930814	
CDKN2B	cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]	-0.045933824	
LRP8	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	-0.045934517	
MAP1B	microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]	-0.04593967	
MICA	MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]	-0.046018183	
